sutype1d,"START-UP:   FIRM TYPE,1D ISIC[UN,R3,1990]","haven_labelled, vctrs_vctr, double",double,,"[1000] AGR,FOR,HUNT,FISH; [2000] MINING,CONSTRUCTION; [3000] MANUFACTURING; [4000] TRANS,COMM,UTIL; [5000] WHOLE,MV SALE,REPAIR; [6000] RETAIL,HOTEL,REST; [7000] FIN,INSUR,REAL EST; [8000] BUS SERVICES; [9000] HLTH,EDUC,SOCIAL SERVICES; [10000] CONSUMER SERVICE; [99999] NOT CLASSIFIED/MISSING",11,139701,,
omtype1d,"OWN-MANAGE: FIRM TYPE,1D ISIC[UN,R3,1990]","haven_labelled, vctrs_vctr, double",double,,"[1000] AGR,FOR,HUNT,FISH; [2000] MINING,CONSTRUCTION; [3000] MANUFACTURING; [4000] TRANS,COMM,UTIL; [5000] WHOLE,MV SALE,REPAIR; [6000] RETAIL,HOTEL,REST; [7000] FIN,INSUR,REAL EST; [8000] BUS SERVICES; [9000] HLTH,EDUC,SOCIAL SERVICES; [10000] CONSUMER SERVICE; [99999] NOT CLASSIFIED/MISSING",11,131552,,
batype1d,"BUSS ANGEL: FIRM TYPE,1D ISIC[UN,R3,1990]","haven_labelled, vctrs_vctr, double",double,,"[1000] AGR,FOR,HUNT,FISH; [2000] MINING,CONSTRUCTION; [3000] MANUFACTURING; [4000] TRANS,COMM,UTIL; [5000] WHOLE,MV SALE,REPAIR; [6000] RETAIL,HOTEL,REST; [7000] FIN,INSUR,REAL EST; [8000] BUS SERVICES; [9000] HLTH,EDUC,SOCIAL SERVICES; [10000] CONSUMER SERVICE; [99999] NOT CLASSIFIED/MISSING",11,142206,,
sutype4c,"START-UP:   FIRM TYPE,4 CATEG ISIC[R3,90]","haven_labelled, vctrs_vctr, double",double,,[10000] EXTRACTIVE; [20000] TRANSFORMING; [30000] BUSINESS SERV; [40000] CONSUMER ORIENTED; [99999] NOT CLASSIFIED/MISSING,5,139701,,
omtype4c,"OWN-MANAGE: FIRM TYPE,4 CATEG ISIC[R3,90]","haven_labelled, vctrs_vctr, double",double,,[10000] EXTRACTIVE; [20000] TRANSFORMING; [30000] BUSINESS SERV; [40000] CONSUMER ORIENTED; [99999] NOT CLASSIFIED/MISSING,5,131552,,
batype4c,"BUSS ANGEL: FIRM TYPE,4 CATEG ISIC[R3,90]","haven_labelled, vctrs_vctr, double",double,,[10000] EXTRACTIVE; [20000] TRANSFORMING; [30000] BUSINESS SERV; [40000] CONSUMER ORIENTED; [99999] NOT CLASSIFIED/MISSING,5,142206,,
sureas_o,START UP: Other reason r involved - coded (Q2G),numeric,double,,,6,144968,,
omreas_o,OWN-MANAGE: Other reason r involved - coded (Q3G),numeric,double,,,6,144154,,
gemwork,GEMWORK. GEM harmonized work status,"haven_labelled, vctrs_vctr, double",double,,"[1] Full: full or part time (includes self-employed); [2] Part time only; [3] Retired, disabled; [4] Homemaker; [5] Student; [6] Not working, other",1,145189,,
gemwork3,GEMWORK3. GEM harmonized work status: 3 categories,"haven_labelled, vctrs_vctr, double",double,,"[10] Work:F-T, P-T; [20] Not working; [30] Retired students; [99] Missing, cannot classify",4,4282,,
gemeduc,GEMEDUC. GEM harmonized educational attaiment,"haven_labelled, vctrs_vctr, double",double,,[0] None; [111] Some secondary; [1212] Secondary degree; [1316] Post secondary; [1720] Graduate experience; [9999] Cannot code,5,3495,,
gemhhinc,GEMHHINC. GEM income recoded into thirds,"haven_labelled, vctrs_vctr, double",double,,[33] Lowest 33%tile; [3467] Middle 33%tile; [68100] Upper  33%tile; [99999] Miss/cannot code,4,143497,,
suboanw,"Actively involved in start-up effort, owner, no wages yet","haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
babybuso,Manages and owns a business that is up to 42 months old,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
estbbuso,Manages and owns a business that is older than 42 months,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
teayy,Involved in Total early-stage Entrepreneurial Activity,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
busowner,Business owner of running business (no nascent) incl agriculture,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
bo_exagr,Business owner of running business (no nascent) excl agriculture,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
teayysta,TEA 20yy: Stage of activity,"haven_labelled, vctrs_vctr, double",double,,[1] Nascent entrepreneur; [2] Baby business owner-manager,3,135939,,
teayyopp,Involved in Opportunity early-stage Entrepreneurial Activity,"haven_labelled, vctrs_vctr, double",double,,"[0] NO; [1] YES; [9] DONT KNOW, OTHER",2,0,,
teayynec,Involved in Necessity early-stage Entrepreneurial Activity,"haven_labelled, vctrs_vctr, double",double,,"[0] NO; [1] YES; [9] DONT KNOW, OTHER",2,0,,
teayyoth,"Involved in Entrepreneurial Activity, cannot code motive","haven_labelled, vctrs_vctr, double",double,,"[0] NO; [1] YES; [9] DONT KNOW, OTHER",1,0,,
teanec_p,TEA: Necessity driven (only values for early-stage entrepreneurs),"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes,3,135939,,
teayyido,TEA: Improvement driven opportunity,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,1,145189,,
eb_yyido,EB: Improvement driven opportunity,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,1,145189,,
teaoptyp,"TEA: Opportunity type, 4 categories","haven_labelled, vctrs_vctr, double",double,,[1] GREATER INDEPENDENCE; [2] INCREASE PERSONAL INCOME; [3] JUST MAINTAIN INCOME; [4] OTHER/DK; [5] FAMILY BUSINESS; [9] REFUSED,1,145189,,
eb_optyp,"BB: Opportunity type, 4 categories","haven_labelled, vctrs_vctr, double",double,,[1] GREATER INDEPENDENCE; [2] INCREASE PERSONAL INCOME; [3] JUST MAINTAIN INCOME; [4] OTHER/DK; [5] FAMILY BUSINESS; [9] REFUSED,1,145189,,
teayymal,"Involved in TEA, male","haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,3,76053,,
teayyfem,"Involved in TEA, female","haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,3,69136,,
busangyy,Informal investor in the last 3 years,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
eb_cust,EB: many (potential) customers consider product new/unfamiliar?,"haven_labelled, vctrs_vctr, double",double,,[1] ALL; [2] SOME; [3] NONE,4,136937,,
eb_comp,EB: How many businesses offer the same products?,"haven_labelled, vctrs_vctr, double",double,,[1] MANY; [2] FEW; [3] NONE,4,136932,,
eb_tech,EB: How long have the technologies or procedures required for this product or service been available?,"haven_labelled, vctrs_vctr, double",double,,[1] VERY LATEST TECHNOLOGY (NEWER THAN ONE YEAR); [2] NEW TECHNOLOGY (ONE TO 5 YEARS); [3] NO NEW TECHNOLOGY (MORE THAN 5 YEARS),1,145189,,
eb_tech_,EB: Were the technologies or procedures available more than a year ago?,"haven_labelled, vctrs_vctr, double",double,,[0] NO: technologies not available one year ago; [1] YES: technolgies already available one year ago,3,137122,,
teacust,TEA: How many (potential) customers consider product new/unfamiliar?,"haven_labelled, vctrs_vctr, double",double,,[1] ALL; [2] SOME; [3] NONE,4,136069,,
teacomp,TEA: How many businesses offer the same products?,"haven_labelled, vctrs_vctr, double",double,,[1] MANY; [2] FEW; [3] NONE,4,135947,,
teatech,TEA: How long have the technologies or procedures required for this product or service been available?,"haven_labelled, vctrs_vctr, double",double,,[1] VERY LATEST TECHNOLOGY (NEWER THAN ONE YEAR); [2] NEW TECHNOLOGY (ONE TO 5 YEARS); [3] NO NEW TECHNOLOGY (MORE THAN 5 YEARS),1,145189,,
teatech_,TEA: Were the technologies or procedures available more than a year ago?,"haven_labelled, vctrs_vctr, double",double,,[0] NO: technologies not available one year ago; [1] YES: technolgies already available one year ago,3,136285,,
teayyntc,TEA: new technology,"haven_labelled, vctrs_vctr, double",double,,[0] No indication; [1] Indication,3,135939,,
eb_yyntc,EB: new technology,"haven_labelled, vctrs_vctr, double",double,,[0] No indication; [1] Indication,3,136914,,
teayynpm,TEA: new product market combination,"haven_labelled, vctrs_vctr, double",double,,[0] No indication; [1] Indication,3,135939,,
eb_yynpm,EB: new product market combination,"haven_labelled, vctrs_vctr, double",double,,[0] No indication; [1] Indication,3,136914,,
teanpmwk,TEA: new product or limited competition,"haven_labelled, vctrs_vctr, double",double,,[0] No indication; [1] Indication,3,135939,,
eb_npmwk,EB: new product or limited competition,"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes,3,135064,,
teayynwp,TEA: product is new to all or some customers,"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes,3,135939,,
eb_yynwp,EB: product is new to all or some customers,"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes,3,136914,,
su_job5y,SU: expected number of jobs in 5 years (max set at 2000),numeric,double,,,62,140801,,
bb_job5y,BB: expected number of jobs in 5 years (max set at 2000),numeric,double,,,68,140918,,
teajob5y,TEA: expected number of jobs in 5 years (max set at 2000),numeric,double,,,78,0,,
eb_job5y,EB: expected number of jobs in 5 years (max set at 2000),numeric,double,,,83,137264,,
teajobnw,TEA: number of jobs in 20yy (max set at 2000),numeric,double,,,73,140018,,
eb_jobnw,EB: number of jobs in 20yy (max set at 2000),numeric,double,,,96,136914,,
teayyj5y,"TEA: expected number of jobs, 4 categories","haven_labelled, vctrs_vctr, double",double,,[1] No jobs; [2] 1-5 jobs; [3] 6-19 jobs; [4] 20+ jobs,5,137533,,
eb_yyj5y,"EB: expected number of jobs, 4 categories","haven_labelled, vctrs_vctr, double",double,,[1] No jobs; [2] 1-5 jobs; [3] 6-19 jobs; [4] 20+ jobs,5,137086,,
teayyjnw,"TEA: current number of jobs, 4 categories","haven_labelled, vctrs_vctr, double",double,,[1] No jobs; [2] 1-5 jobs; [3] 6-19 jobs; [4] 20+ jobs,5,140018,,
eb_yyjnw,"EB: current number of jobs, 4 categories","haven_labelled, vctrs_vctr, double",double,,[1] No jobs; [2] 1-5 jobs; [3] 6-19 jobs; [4] 20+ jobs,5,137092,,
teajobgr,TEA: Expected job growth (persons) in 5 years,numeric,double,,,133,135939,,
eb_jobgr,EB: Expected job growth (persons) in 5 years,numeric,double,,,110,136914,,
teajobgp,TEA: Expected job growth (percentage) in 5 years,numeric,double,,,196,136909,,
eb_jobgp,EB: Expected job growth (percentage) in 5 years,numeric,double,,,200,137262,,
teayyjob,TEA: Exp. job growth >=10 persons and >=50 percent,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,144087,,
eb_yyjob,EB: Exp. job growth >=10 persons and >=50 percent,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,144909,,
teayyemp,"Involved in TEA, any jobs now or in 5 years","haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
eb_yyemp,EB: any jobs now or in 5 years,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
teayyjg5,TEA: expects more than 5 employees in next five years,"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes,3,135939,,
eb_yyjg5,EB: expects more than 5 employees in next five years,"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes,3,136914,,
teayyhjg,"Involved in TEA, expects more than 19 jobs in 5 years","haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
su_yyhjg,SU: expects more than 19 jobs in 5 years,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
bb_yyhjg,BB: expects more than 19 jobs in 5 years,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
eb_yyhjg,EB: expects more than 19 jobs in 5 years,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,2,0,,
teahjg_r,TEA and job growth expectation 20+,"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes,3,135939,,
teasjg_r,TEA and job growth expectation 5+,"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes,3,135939,,
su_owner,SU: number of owners,"haven_labelled, vctrs_vctr, double",double,,[998] DONT KNOW; [999] REFUSED,7,139987,,
bb_owner,BB: number of owners,"haven_labelled, vctrs_vctr, double",double,,[998] DONT KNOW; [999] REFUSED,7,140724,,
eb_owner,EB: number of owners,"haven_labelled, vctrs_vctr, double",double,,[998] DONT KNOW; [999] REFUSED,7,136914,,
teaowner,TEA: number of owners,"haven_labelled, vctrs_vctr, double",double,,[998] DONT KNOW; [999] REFUSED,11,136059,,
futsupyy,Expects to start-up in the next 3 years,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,5716,,
futsupno,Expects to start-up in the next 3 years (nascent entrepreneurs and owner-managers excluded),"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,22202,,
discenyy,Shut down a business in the past 12 months,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,2398,,
knowenyy,Knows a person who started a business in the past 2 years,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,53913,,
opportyy,Sees good opportunities for starting a business in the next 6 months,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,65898,,
suskilyy,Has the required knowledge/skills to start a business,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,55988,,
frfailyy,Fear of failure would prevent R to start a business,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,56111,,
frfailop,Fear of failure would prevent R to start a business (only for those Rs who see good opportunities for starting a business),"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,117599,,
equaliyy,Pop est: all inhabitants prefer uniform living standard,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,60218,,
nbgoodyy,Pop est: starting a business is considered as a good carreer choice,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,62132,,
nbstatyy,Pop est: persons growing a succesful new business receive high status,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,60960,,
nbmediyy,Pop est: lots of media coverage for new businesses,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES; [7] SET TO MISSING; [8] DONT KNOW; [9] REFUSED,3,58102,,
teayyexp,TEA: export intensity (percentage of foreign customers),"haven_labelled, vctrs_vctr, double",double,,[1] Export over 90%; [2] Export 76-90%; [3] Export 51-75%; [4] Export 26-50%; [5] Export 11-25%; [6] Export 1-10%; [7] No export; [9] Missing (dk/ref),8,136546,,
eb_yyexp,EB: export intensity (percentage of foreign customers),"haven_labelled, vctrs_vctr, double",double,,[1] Export over 90%; [2] Export 76-90%; [3] Export 51-75%; [4] Export 26-50%; [5] Export 11-25%; [6] Export 1-10%; [7] No export; [9] Missing (dk/ref),9,136917,,
teaexp5c,"TEA: export intensity, 5 categories","haven_labelled, vctrs_vctr, double",double,,[1] 76%-100%; [2] 26%-75%; [3] 11%-25%; [4] 1%-10%; [5] None,6,136555,,
eb_exp5c,"EB: export intensity, 5 categories","haven_labelled, vctrs_vctr, double",double,,[1] 76%-100%; [2] 26%-75%; [3] 11%-25%; [4] 1%-10%; [5] None,6,137180,,
teayyint,TEA: at least 25% of the customers come from other countries,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,3,136555,,
teayyin2,TEA: at least some of the customers come from other countries,"haven_labelled, vctrs_vctr, double",double,,[0] NO; [1] YES,3,136555,,
su_type,SU: Industry: SIC 4-digit code (2001-2008; older versions of ISIC),numeric,double,,,227,140467,,
bb_type,BB: Industry: SIC 4-digit code (2001-2008; older versions of ISIC),numeric,double,,,229,141018,,
eb_type,EB: Industry: SIC 4-digit code (2001-2008; older versions of ISIC),numeric,double,,,255,137407,,
ba_type,BA: Industry: SIC 4-digit code (2001-2008; older versions of ISIC),numeric,double,,,209,141974,,
teatype,TEA: Industry: SIC 4-digit code (2001-2008; older versions of ISIC),numeric,double,,,257,136661,,
su_yytec,SU: Technology sector,"haven_labelled, vctrs_vctr, double",double,,[0] NO/LOW TECHNOLOGY SECTOR; [1] MEDIUM- OR HIGH-TECH SECTOR,3,139986,,
bb_yytec,BB: Technology sector,"haven_labelled, vctrs_vctr, double",double,,[0] NO/LOW TECHNOLOGY SECTOR; [1] MEDIUM- OR HIGH-TECH SECTOR,3,140724,,
eb_yytec,EB: Technology sector,"haven_labelled, vctrs_vctr, double",double,,[0] NO/LOW TECHNOLOGY SECTOR; [1] MEDIUM- OR HIGH-TECH SECTOR,3,136914,,
ba_yytec,BA: Technology sector,"haven_labelled, vctrs_vctr, double",double,,[0] NO/LOW TECHNOLOGY SECTOR; [1] MEDIUM- OR HIGH-TECH SECTOR,3,141281,,
teayytec,TEA: Technology sector,"haven_labelled, vctrs_vctr, double",double,,[0] NO/LOW TECHNOLOGY SECTOR; [1] MEDIUM- OR HIGH-TECH SECTOR,3,135939,,
extyytec,Existing firm: Technology sector,"haven_labelled, vctrs_vctr, double",double,,[0] NO/LOW TECHNOLOGY SECTOR; [1] MEDIUM- OR HIGH-TECH SECTOR,3,132542,,
su_sic4c,"SU:   FIRM TYPE,4 CATEG ISIC[R3,90]","haven_labelled, vctrs_vctr, double",double,,[1] EXTRACTIVE; [2] TRANSFORMING; [3] BUSINESS SERV; [4] CONSUMER ORIENTED; [9] NOT CLASSIFIED/MISSING,5,140467,,
bb_sic4c,"BB:   FIRM TYPE,4 CATEG ISIC[R3,90]","haven_labelled, vctrs_vctr, double",double,,[1] EXTRACTIVE; [2] TRANSFORMING; [3] BUSINESS SERV; [4] CONSUMER ORIENTED; [9] NOT CLASSIFIED/MISSING,5,141019,,
eb_sic4c,"EB:   FIRM TYPE,4 CATEG ISIC[R3,90]","haven_labelled, vctrs_vctr, double",double,,[1] EXTRACTIVE; [2] TRANSFORMING; [3] BUSINESS SERV; [4] CONSUMER ORIENTED; [9] NOT CLASSIFIED/MISSING,5,137407,,
ba_sic4c,"BA:   FIRM TYPE,4 CATEG ISIC[R3,90]","haven_labelled, vctrs_vctr, double",double,,[1] EXTRACTIVE; [2] TRANSFORMING; [3] BUSINESS SERV; [4] CONSUMER ORIENTED; [9] NOT CLASSIFIED/MISSING,5,142205,,
teasic4c,"TEA:   FIRM TYPE,4 CATEG ISIC[R3,90]","haven_labelled, vctrs_vctr, double",double,,[1] EXTRACTIVE; [2] TRANSFORMING; [3] BUSINESS SERV; [4] CONSUMER ORIENTED; [9] NOT CLASSIFIED/MISSING,5,136662,,
su_sic1d,SU: Industry SIC code 1 digit,"haven_labelled, vctrs_vctr, double",double,,"[1] AGR,FOR,HUNT,FISH; [2] MINING,CONSTRUCTION; [3] MANUFACTURING; [4] UTILISATION, TRANSPORT, STORAGE & COMMUNICATIONS; [5] WHOLESALE TRADE; [6] RETAIL TRADE, HOTELS & RESTAURANTS; [7] FINANCIAL INTERMEDIATION, REAL ESTATE ACTIVITIES; [8] BUSINESS SERVICES; [9] GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES; [10] PERSONAL/CONSUMER SERVICE ACTIVITIES; [99] NOT CLASSIFIED/MISSING",11,140467,,
bb_sic1d,BB: Industry SIC code 1 digit,"haven_labelled, vctrs_vctr, double",double,,"[1] AGR,FOR,HUNT,FISH; [2] MINING,CONSTRUCTION; [3] MANUFACTURING; [4] UTILISATION, TRANSPORT, STORAGE & COMMUNICATIONS; [5] WHOLESALE TRADE; [6] RETAIL TRADE, HOTELS & RESTAURANTS; [7] FINANCIAL INTERMEDIATION, REAL ESTATE ACTIVITIES; [8] BUSINESS SERVICES; [9] GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES; [10] PERSONAL/CONSUMER SERVICE ACTIVITIES; [99] NOT CLASSIFIED/MISSING",11,141019,,
eb_sic1d,EB: Industry SIC code 1 digit,"haven_labelled, vctrs_vctr, double",double,,"[1] AGR,FOR,HUNT,FISH; [2] MINING,CONSTRUCTION; [3] MANUFACTURING; [4] UTILISATION, TRANSPORT, STORAGE & COMMUNICATIONS; [5] WHOLESALE TRADE; [6] RETAIL TRADE, HOTELS & RESTAURANTS; [7] FINANCIAL INTERMEDIATION, REAL ESTATE ACTIVITIES; [8] BUSINESS SERVICES; [9] GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES; [10] PERSONAL/CONSUMER SERVICE ACTIVITIES; [99] NOT CLASSIFIED/MISSING",11,137407,,
ba_sic1d,BA: Industry SIC code 1 digit,"haven_labelled, vctrs_vctr, double",double,,"[1] AGR,FOR,HUNT,FISH; [2] MINING,CONSTRUCTION; [3] MANUFACTURING; [4] UTILISATION, TRANSPORT, STORAGE & COMMUNICATIONS; [5] WHOLESALE TRADE; [6] RETAIL TRADE, HOTELS & RESTAURANTS; [7] FINANCIAL INTERMEDIATION, REAL ESTATE ACTIVITIES; [8] BUSINESS SERVICES; [9] GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES; [10] PERSONAL/CONSUMER SERVICE ACTIVITIES; [99] NOT CLASSIFIED/MISSING",11,142205,,
teasic1d,TEA: Industry SIC code 1 digit,"haven_labelled, vctrs_vctr, double",double,,"[1] AGR,FOR,HUNT,FISH; [2] MINING,CONSTRUCTION; [3] MANUFACTURING; [4] UTILISATION, TRANSPORT, STORAGE & COMMUNICATIONS; [5] WHOLESALE TRADE; [6] RETAIL TRADE, HOTELS & RESTAURANTS; [7] FINANCIAL INTERMEDIATION, REAL ESTATE ACTIVITIES; [8] BUSINESS SERVICES; [9] GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES; [10] PERSONAL/CONSUMER SERVICE ACTIVITIES; [99] NOT CLASSIFIED/MISSING",11,136662,,
setid,Harmonization ID,numeric,double,,,117705,0,,
setid_ne,Alternative ID variable to avoid duplicates across years,numeric,double,,,117705,0,,
yrsurv,Year survey was administered,numeric,double,,,1,0,,
country,Country,"haven_labelled, vctrs_vctr, double",double,,[1] United States; [7] Russia; [20] Egypt; [27] South Africa; [30] Greece; [31] Netherlands; [32] Belgium; [33] France; [34] Spain; [36] Hungary; [39] Italy; [40] Romania; [41] Switzerland; [43] Austria; [44] United Kingdom; [45] Denmark; [46] Sweden; [47] Norway; [48] Poland; [49] Germany; [51] Peru; [52] Mexico; [54] Argentina; [55] Brazil; [56] Chile; [57] Colombia; [60] Malaysia; [61] Australia; [62] Indonesia; [63] Philippines; [64] New Zealand; [65] Singapore; [66] Thailand; [81] Japan; [82] Korea; [84] Vietnam; [86] China; [90] Turkey; [91] India; [92] Pakistan; [98] Iran; [101] Canada; [212] Morocco; [213] Algeria; [216] Tunisia; [218] Libya; [233] Ghana; [234] Nigeria; [244] Angola; [246] Barbados; [251] Ethiopia; [256] Uganda; [260] Zambia; [264] Namibia; [265] Malawi; [267] Botswana; [351] Portugal; [352] Luxembourg; [353] Ireland; [354] Iceland; [358] Finland; [370] Lithuania; [371] Latvia; [372] Estonia; [381] Serbia; [382] Montenegro; [385] Croatia; [386] Slovenia; [387] Bosnia and Herzegovina; [389] Macedonia; [420] Czech Republic; [421] Slovakia; [502] Guatemala; [503] El Salvador; [506] Costa Rica; [507] Panama; [582] Venezuela; [591] Bolivia; [593] Ecuador; [597] Suriname; [598] Uruguay; [620] * 'Azores'; [676] Tonga; [678] Vanuatu; [701] Kazakstan; [755] Shenzhen*; [787] Puerto Rico; [809] Dominican Republic; [852] Hong Kong; [868] Trinidad & Tobago; [876] Jamaica; [880] Bangladesh; [886] Taiwan; [961] Lebanon; [962] Jordan; [963] Syria; [966] Saudi Arabia; [967] Yemen; [970] West Bank & Gaza Strip; [971] United Arab Emirates; [972] Israel,35,0,,
weight,Weight provided by data vendor,numeric,double,,,11766,0,,
weight_l,"Weight for 18-64 labour force, adjusted to census data",numeric,double,,,13363,10346,,
weight_a,"Weight for 18-99 adult population, adjusted to census data",numeric,double,,,14051,1388,,
mosurv,Month survey was administered,"haven_labelled, vctrs_vctr, double",double,,[1] January; [2] February; [3] March; [4] April; [5] May; [6] June; [7] July; [8] August; [9] September; [10] October; [11] November; [12] December,3,0,,
gender,DEMA.  What is your gender?,"haven_labelled, vctrs_vctr, double",double,,[1] Male; [2] Female; [8] Don't know; [9] Refused,3,2,,
age,DEMB.  What is your current age (in years)?,"haven_labelled, vctrs_vctr, double",double,,[998] Don't know; [999] Refused,84,6855,,
age9c,DEMC.  Would you be willing to indicate the range that best describes your age?,"haven_labelled, vctrs_vctr, double",double,,[117] 0-17; [1824] 18-24; [2534] 25-34; [3544] 35-44; [4554] 45-54; [5564] 55-64; [6598] 65-120,8,534,,
bstart,"Q1A1.  Are you, alone or with others, currently trying to start a new business, including any self-employment or selling any goods or services to others?","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,301,,
bjobst,"Q1A2.  Are you, alone or with others, currently trying to start a new business or a new venture for your employer as part of your normal work?","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,276,,
ownmge,"Q2A.  Are you, alone or with others, currently the owner of a business you help manage, self-employed, or selling any goods or services to others?","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,249,,
busang,"Q4A.  Have you, in the past three years, personally provided funds for a new business started by someone else, excluding any purchases of stocks or mutual funds?","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,240,,
futsup,"Q3A.  Are you, alone or with others, expecting to start a new business, including any type of self-employment, within the next three years?","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,3849,,
discent,"Q3B.  Have you, in the past 12 months, sold, shut down, discontinued or quit a business you owned and managed, any form of self-employment, or selling goods or services to anyone?","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,1054,,
knowent,Qi1.  Do you know someone personally who started a business in the past 2 years?,"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,43547,,
opport,"Qi2.  In the next six months, will there be good opportunities for starting a business in the area where you live?","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,55212,,
suskill,"Qi3.  Do you have the knowledge, skill and experience required to start a new business?","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,44670,,
fearfail,Qi4.  Would fear of failure would prevent you from starting a business?,"haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,44395,,
equalinc,"Qi5. In my country, most people would prefer that everyone had a similar standard of living.","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,48711,,
nbgoodc,"Qi6.  In my country, most people consider starting a new business a desirable career choice.","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,50295,,
nbstatus,"Qi7.  In my country, those successful at starting a new business have a high level of status and respect.","haven_labelled, vctrs_vctr, double",double,,[0] No; [1] Yes; [8] Don't know; [9] Refused,3,49165,,
